I_min,R_min,A_min,I_max,R_max,A_max,class,exp
5.0,408.0,23.0,84.0,6220.0,107.0,oil,5
2.0,193.0,22.0,91.0,6771.0,106.0,oil,5
3.0,276.0,24.0,89.0,6539.0,116.0,oil,5
2.0,203.0,20.0,90.0,6685.0,109.0,oil,5
7.0,550.0,19.0,91.0,6728.0,121.0,oil,5
4.0,339.0,16.0,92.0,6835.0,121.0,oil,5
3.0,265.0,18.0,87.0,6444.0,106.0,oil,5
4.0,357.0,23.0,86.0,6401.0,117.0,oil,5
4.0,377.0,22.0,92.0,6822.0,116.0,oil,5
5.0,418.0,18.0,94.0,6989.0,119.0,oil,5
6.0,493.0,25.0,94.0,6991.0,113.0,oil,5
5.0,406.0,16.0,87.0,6435.0,112.0,oil,5
3.0,233.0,17.0,87.0,6456.0,106.0,oil,5
5.0,419.0,24.0,101.0,7476.0,114.0,oil,5
4.0,337.0,19.0,99.0,7308.0,117.0,oil,5
2.0,203.0,21.0,91.0,6791.0,123.0,oil,5
2.0,199.0,20.0,91.0,6720.0,108.0,oil,5
2.0,188.0,24.0,96.0,7131.0,115.0,oil,5
5.0,408.0,25.0,90.0,6655.0,111.0,oil,5
2.0,197.0,21.0,94.0,6971.0,104.0,oil,5
4.0,342.0,15.0,93.0,6878.0,110.0,oil,5
6.0,516.0,22.0,90.0,6709.0,113.0,oil,5
5.0,421.0,23.0,96.0,7129.0,118.0,oil,5
1.0,125.0,24.0,93.0,6920.0,113.0,oil,5
11.0,847.0,22.0,101.0,7548.0,107.0,oil,5
3.0,263.0,18.0,95.0,7022.0,113.0,oil,5
3.0,271.0,22.0,82.0,6096.0,115.0,oil,5
2.0,194.0,21.0,92.0,6744.0,124.0,oil,5
9.0,678.0,20.0,86.0,6365.0,110.0,oil,5
2.0,186.0,25.0,97.0,7178.0,117.0,oil,5
2.0,210.0,23.0,96.0,7136.0,118.0,oil,5
2.0,189.0,24.0,101.0,7486.0,114.0,oil,5
2.0,187.0,18.0,88.0,6552.0,126.0,oil,5
4.0,347.0,20.0,90.0,6685.0,112.0,oil,5
2.0,206.0,20.0,98.0,7186.0,118.0,oil,5
5.0,431.0,16.0,92.0,6788.0,114.0,oil,5
5.0,400.0,12.0,100.0,7476.0,119.0,oil,5
4.0,363.0,15.0,93.0,6896.0,113.0,oil,5
2.0,205.0,25.0,91.0,6741.0,116.0,oil,5
1.0,119.0,23.0,93.0,6882.0,122.0,oil,5
3.0,250.0,22.0,94.0,6923.0,120.0,oil,5
4.0,337.0,23.0,101.0,7504.0,116.0,oil,5
2.0,194.0,13.0,99.0,7321.0,117.0,oil,5
3.0,272.0,21.0,102.0,7524.0,125.0,oil,5
1.0,130.0,17.0,93.0,6900.0,114.0,oil,5
4.0,340.0,21.0,92.0,6779.0,107.0,oil,5
1.0,125.0,19.0,98.0,7252.0,113.0,oil,5
2.0,203.0,22.0,96.0,7121.0,120.0,oil,5
2.0,190.0,21.0,94.0,6974.0,130.0,oil,5
4.0,344.0,22.0,96.0,7127.0,112.0,oil,5
3.0,271.0,19.0,100.0,7417.0,125.0,oil,5
3.0,274.0,19.0,92.0,6840.0,125.0,oil,5
5.0,411.0,16.0,91.0,6773.0,121.0,oil,5
4.0,344.0,23.0,98.0,7279.0,115.0,oil,5
1.0,118.0,22.0,91.0,6742.0,117.0,oil,5
5.0,397.0,21.0,92.0,6806.0,113.0,oil,5
2.0,188.0,20.0,93.0,6849.0,116.0,oil,5
2.0,203.0,25.0,102.0,7618.0,129.0,oil,5
9.0,698.0,23.0,107.0,7908.0,116.0,oil,5
3.0,266.0,21.0,113.0,8404.0,121.0,oil,5
2.0,193.0,18.0,94.0,6984.0,107.0,oil,5
3.0,274.0,16.0,105.0,7796.0,125.0,oil,5
3.0,265.0,16.0,98.0,7250.0,117.0,oil,5
7.0,548.0,26.0,104.0,7682.0,122.0,oil,5
4.0,350.0,21.0,113.0,8352.0,139.0,oil,5
1.0,129.0,23.0,100.0,7402.0,119.0,oil,5
2.0,185.0,22.0,92.0,6853.0,117.0,oil,5
2.0,178.0,24.0,101.0,7544.0,114.0,oil,5
2.0,202.0,18.0,101.0,7470.0,126.0,oil,5
2.0,194.0,16.0,97.0,7206.0,123.0,oil,5
3.0,269.0,22.0,95.0,7010.0,133.0,oil,5
4.0,356.0,20.0,104.0,7681.0,128.0,oil,5
4.0,351.0,21.0,102.0,7551.0,123.0,oil,5
3.0,274.0,21.0,110.0,8141.0,135.0,oil,5
1.0,130.0,18.0,100.0,7392.0,123.0,oil,5
1.0,131.0,23.0,109.0,8044.0,116.0,oil,5
4.0,312.0,25.0,94.0,6981.0,127.0,oil,5
3.0,258.0,24.0,98.0,7284.0,119.0,oil,5
5.0,431.0,23.0,98.0,7283.0,119.0,oil,5
2.0,207.0,23.0,103.0,7643.0,125.0,oil,5
4.0,335.0,18.0,98.0,7257.0,130.0,oil,5
2.0,199.0,24.0,102.0,7559.0,125.0,oil,5
4.0,318.0,22.0,101.0,7501.0,120.0,oil,5
4.0,332.0,20.0,104.0,7750.0,129.0,oil,5
3.0,267.0,22.0,95.0,7009.0,125.0,oil,5
3.0,276.0,16.0,94.0,6982.0,129.0,oil,5
2.0,166.0,18.0,110.0,8158.0,128.0,oil,5
3.0,276.0,23.0,110.0,8147.0,142.0,oil,5
3.0,285.0,21.0,102.0,7488.0,131.0,oil,5
6.0,477.0,13.0,104.0,7701.0,124.0,oil,5
4.0,340.0,27.0,98.0,7288.0,135.0,oil,5
3.0,285.0,23.0,96.0,7051.0,120.0,oil,5
3.0,264.0,20.0,105.0,7819.0,134.0,oil,5
2.0,204.0,20.0,100.0,7405.0,144.0,oil,5
1.0,130.0,22.0,99.0,7278.0,124.0,oil,5
4.0,330.0,19.0,103.0,7668.0,132.0,oil,5
2.0,189.0,16.0,108.0,8009.0,144.0,oil,5
2.0,163.0,18.0,99.0,7312.0,129.0,oil,5
1.0,118.0,17.0,106.0,7863.0,122.0,oil,5
4.0,357.0,23.0,103.0,7673.0,136.0,oil,5
9.0,686.0,24.0,97.0,7123.0,138.0,oil,5
8.0,632.0,23.0,103.0,7583.0,128.0,oil,5
4.0,330.0,20.0,101.0,7448.0,124.0,oil,5
4.0,318.0,21.0,104.0,7722.0,141.0,oil,5
3.0,263.0,21.0,97.0,7150.0,148.0,oil,5
4.0,335.0,20.0,98.0,7224.0,127.0,oil,5
6.0,476.0,22.0,95.0,7051.0,128.0,oil,5
5.0,427.0,23.0,102.0,7616.0,133.0,oil,5
3.0,284.0,19.0,103.0,7609.0,133.0,oil,5
6.0,479.0,21.0,98.0,7296.0,142.0,oil,5
2.0,206.0,23.0,96.0,7089.0,134.0,oil,5
2.0,205.0,20.0,104.0,7723.0,125.0,oil,5
3.0,271.0,21.0,107.0,7943.0,127.0,oil,5
7.0,542.0,25.0,121.0,8952.0,140.0,oil,5
4.0,328.0,23.0,96.0,7126.0,138.0,oil,5
4.0,345.0,25.0,101.0,7456.0,137.0,oil,5
2.0,203.0,22.0,109.0,8045.0,135.0,oil,5
4.0,333.0,20.0,105.0,7812.0,125.0,oil,5
2.0,199.0,20.0,111.0,8187.0,134.0,oil,5
2.0,201.0,20.0,106.0,7854.0,126.0,oil,5
2.0,184.0,25.0,100.0,7443.0,135.0,oil,5
1.0,114.0,23.0,104.0,7724.0,137.0,oil,5
4.0,344.0,23.0,103.0,7662.0,135.0,oil,5
2.0,189.0,21.0,111.0,8163.0,143.0,oil,5
4.0,357.0,25.0,106.0,7897.0,128.0,oil,5
6.0,481.0,24.0,102.0,7558.0,142.0,oil,5
4.0,336.0,18.0,100.0,7448.0,134.0,oil,5
5.0,425.0,22.0,97.0,7194.0,134.0,oil,5
2.0,187.0,22.0,99.0,7271.0,137.0,oil,5
5.0,410.0,20.0,94.0,6948.0,143.0,oil,5
3.0,263.0,22.0,103.0,7647.0,144.0,oil,5
2.0,192.0,19.0,106.0,7890.0,132.0,oil,5
6.0,498.0,23.0,100.0,7409.0,127.0,oil,5
2.0,193.0,19.0,103.0,7681.0,159.0,oil,5
2.0,183.0,21.0,103.0,7688.0,145.0,oil,5
1.0,126.0,24.0,95.0,6990.0,140.0,oil,5
6.0,495.0,25.0,108.0,8030.0,138.0,oil,5
2.0,211.0,25.0,103.0,7608.0,138.0,oil,5
6.0,485.0,23.0,104.0,7634.0,131.0,oil,5
2.0,208.0,21.0,102.0,7625.0,134.0,oil,5
2.0,204.0,21.0,111.0,8213.0,141.0,oil,5
2.0,205.0,23.0,103.0,7668.0,141.0,oil,5
3.0,257.0,22.0,102.0,7524.0,147.0,oil,5
3.0,260.0,26.0,104.0,7778.0,139.0,oil,5
11.0,857.0,26.0,95.0,7059.0,136.0,oil,5
6.0,494.0,20.0,103.0,7658.0,149.0,oil,5
4.0,361.0,22.0,99.0,7305.0,130.0,oil,5
2.0,191.0,21.0,113.0,8396.0,140.0,oil,5
4.0,339.0,21.0,96.0,7158.0,141.0,oil,5
5.0,397.0,26.0,100.0,7435.0,154.0,oil,5
1.0,127.0,25.0,104.0,7722.0,145.0,oil,5
3.0,260.0,22.0,105.0,7778.0,141.0,oil,5
6.0,487.0,21.0,100.0,7430.0,153.0,oil,5
2.0,182.0,19.0,113.0,8364.0,147.0,oil,5
7.0,560.0,23.0,105.0,7808.0,141.0,oil,5
5.0,432.0,25.0,104.0,7721.0,132.0,oil,5
2.0,189.0,17.0,102.0,7617.0,149.0,oil,5
4.0,358.0,19.0,98.0,7225.0,137.0,oil,5
1.0,134.0,20.0,98.0,7258.0,135.0,oil,5
3.0,270.0,21.0,102.0,7581.0,147.0,oil,5
4.0,351.0,24.0,103.0,7588.0,136.0,oil,5
3.0,259.0,21.0,104.0,7678.0,137.0,oil,5
1.0,127.0,21.0,107.0,7880.0,151.0,oil,5
3.0,263.0,22.0,109.0,8140.0,139.0,oil,5
2.0,197.0,22.0,109.0,8094.0,143.0,oil,5
6.0,488.0,24.0,100.0,7449.0,136.0,oil,5
1.0,104.0,22.0,101.0,7504.0,136.0,oil,5
4.0,349.0,28.0,105.0,7796.0,133.0,oil,5
4.0,332.0,24.0,103.0,7638.0,147.0,oil,5
3.0,252.0,21.0,102.0,7536.0,147.0,oil,5
7.0,553.0,19.0,103.0,7634.0,133.0,oil,5
2.0,211.0,16.0,106.0,7870.0,142.0,oil,5
2.0,176.0,23.0,104.0,7703.0,139.0,oil,5
6.0,468.0,26.0,117.0,8698.0,155.0,oil,5
3.0,255.0,20.0,98.0,7203.0,142.0,oil,5
3.0,271.0,22.0,105.0,7776.0,143.0,oil,5
7.0,568.0,22.0,106.0,7839.0,159.0,oil,5
2.0,188.0,25.0,100.0,7362.0,141.0,oil,5
2.0,197.0,19.0,108.0,8005.0,136.0,oil,5
3.0,247.0,23.0,108.0,8023.0,144.0,oil,5
4.0,331.0,18.0,112.0,8267.0,154.0,oil,5
2.0,184.0,24.0,108.0,8008.0,141.0,oil,5
2.0,195.0,26.0,102.0,7586.0,136.0,oil,5
2.0,188.0,25.0,108.0,7981.0,140.0,oil,5
3.0,242.0,24.0,111.0,8201.0,140.0,oil,5
1.0,104.0,20.0,101.0,7511.0,144.0,oil,5
5.0,402.0,21.0,120.0,8864.0,139.0,oil,5
3.0,284.0,22.0,100.0,7369.0,151.0,oil,5
3.0,248.0,21.0,103.0,7636.0,137.0,oil,5
3.0,267.0,19.0,102.0,7601.0,146.0,oil,5
8.0,646.0,20.0,101.0,7520.0,145.0,oil,5
5.0,419.0,22.0,111.0,8248.0,152.0,oil,5
4.0,366.0,24.0,105.0,7831.0,143.0,oil,5
2.0,201.0,18.0,102.0,7582.0,151.0,oil,5
5.0,416.0,25.0,104.0,7733.0,137.0,oil,5
5.0,410.0,23.0,108.0,7995.0,140.0,oil,5
5.0,415.0,22.0,113.0,8386.0,150.0,oil,5
2.0,208.0,25.0,105.0,7821.0,148.0,oil,5
1.0,135.0,21.0,103.0,7608.0,139.0,oil,5
5.0,410.0,19.0,103.0,7647.0,139.0,oil,5
3.0,269.0,23.0,106.0,7858.0,141.0,oil,5
8.0,640.0,19.0,108.0,7942.0,147.0,oil,5
6.0,476.0,18.0,111.0,8293.0,157.0,oil,5
3.0,255.0,24.0,104.0,7695.0,158.0,oil,5
2.0,201.0,21.0,115.0,8463.0,158.0,oil,5
5.0,417.0,15.0,102.0,7570.0,142.0,oil,5
2.0,202.0,20.0,105.0,7754.0,146.0,oil,5
1.0,132.0,24.0,109.0,8112.0,154.0,oil,5
2.0,207.0,24.0,111.0,8221.0,137.0,oil,5
3.0,273.0,25.0,100.0,7447.0,137.0,oil,5
3.0,257.0,21.0,105.0,7809.0,150.0,oil,5
4.0,344.0,22.0,101.0,7497.0,134.0,oil,5
2.0,189.0,26.0,103.0,7667.0,135.0,oil,5
2.0,192.0,18.0,111.0,8211.0,149.0,oil,5
4.0,352.0,23.0,110.0,8152.0,141.0,oil,5
3.0,273.0,27.0,104.0,7699.0,150.0,oil,5
7.0,559.0,24.0,112.0,8264.0,148.0,oil,5
2.0,212.0,24.0,108.0,8002.0,152.0,oil,5
6.0,484.0,23.0,120.0,8837.0,140.0,oil,5
1.0,123.0,21.0,114.0,8428.0,139.0,oil,5
3.0,279.0,25.0,101.0,7477.0,151.0,oil,5
3.0,261.0,19.0,108.0,8053.0,148.0,oil,5
2.0,177.0,22.0,102.0,7556.0,167.0,oil,5
3.0,271.0,18.0,115.0,8520.0,139.0,oil,5
3.0,262.0,22.0,99.0,7364.0,147.0,oil,5
1.0,130.0,22.0,107.0,7992.0,154.0,oil,5
3.0,260.0,20.0,102.0,7574.0,146.0,oil,5
5.0,404.0,22.0,105.0,7788.0,150.0,oil,5
3.0,273.0,24.0,105.0,7816.0,152.0,oil,5
1.0,123.0,21.0,103.0,7688.0,145.0,oil,5
2.0,189.0,17.0,107.0,7955.0,145.0,oil,5
5.0,387.0,21.0,107.0,7965.0,165.0,oil,5
9.0,686.0,20.0,104.0,7690.0,149.0,oil,5
1.0,134.0,21.0,110.0,8104.0,142.0,oil,5
2.0,171.0,21.0,102.0,7583.0,143.0,oil,5
4.0,355.0,24.0,110.0,8170.0,139.0,oil,5
4.0,317.0,23.0,108.0,8030.0,138.0,oil,5
6.0,473.0,19.0,115.0,8521.0,149.0,oil,5
2.0,185.0,22.0,109.0,8115.0,143.0,oil,5
2.0,184.0,24.0,110.0,8189.0,151.0,oil,5
4.0,356.0,23.0,104.0,7711.0,155.0,oil,5
7.0,566.0,24.0,110.0,8177.0,168.0,oil,5
5.0,414.0,23.0,117.0,8705.0,140.0,oil,5
2.0,180.0,26.0,109.0,8120.0,144.0,oil,5
1.0,124.0,20.0,102.0,7574.0,143.0,oil,5
2.0,206.0,20.0,108.0,8012.0,151.0,oil,5
1.0,108.0,21.0,108.0,8015.0,158.0,oil,5
4.0,351.0,27.0,108.0,8042.0,139.0,oil,5
3.0,255.0,22.0,107.0,7891.0,144.0,oil,5
1.0,113.0,21.0,113.0,8403.0,154.0,oil,5
3.0,259.0,23.0,110.0,8189.0,144.0,oil,5
3.0,276.0,21.0,107.0,7972.0,145.0,oil,5
4.0,337.0,24.0,118.0,8779.0,137.0,oil,5
7.0,555.0,17.0,110.0,8141.0,143.0,oil,5
5.0,399.0,23.0,100.0,7383.0,149.0,oil,5
1.0,132.0,15.0,105.0,7798.0,152.0,oil,5
7.0,547.0,23.0,107.0,7937.0,155.0,oil,5
3.0,261.0,22.0,108.0,7989.0,162.0,oil,5
5.0,409.0,24.0,114.0,8452.0,183.0,oil,5
3.0,287.0,25.0,103.0,7616.0,151.0,oil,5
1.0,106.0,25.0,116.0,8601.0,153.0,oil,5
3.0,271.0,24.0,112.0,8302.0,136.0,oil,5
3.0,290.0,18.0,103.0,7684.0,143.0,oil,5
3.0,269.0,22.0,111.0,8215.0,154.0,oil,5
5.0,395.0,25.0,113.0,8364.0,154.0,oil,5
4.0,355.0,25.0,107.0,7946.0,152.0,oil,5
2.0,198.0,24.0,115.0,8571.0,148.0,oil,5
2.0,206.0,25.0,117.0,8645.0,148.0,oil,5
3.0,258.0,21.0,110.0,8161.0,150.0,oil,5
5.0,406.0,24.0,123.0,9103.0,142.0,oil,5
9.0,669.0,23.0,107.0,7945.0,150.0,oil,5
4.0,349.0,22.0,107.0,7961.0,143.0,oil,5
4.0,312.0,22.0,107.0,7955.0,158.0,oil,5
8.0,634.0,21.0,113.0,8399.0,154.0,oil,5
4.0,323.0,22.0,108.0,8041.0,143.0,oil,5
8.0,631.0,21.0,112.0,8291.0,150.0,oil,5
8.0,618.0,27.0,108.0,7996.0,166.0,oil,5
6.0,486.0,25.0,113.0,8428.0,157.0,oil,5
2.0,196.0,30.0,101.0,7520.0,149.0,oil,5
3.0,268.0,23.0,118.0,8782.0,152.0,oil,5
3.0,272.0,21.0,114.0,8471.0,159.0,oil,5
4.0,333.0,26.0,111.0,8220.0,160.0,oil,5
2.0,192.0,25.0,107.0,7941.0,157.0,oil,5
4.0,340.0,18.0,110.0,8180.0,167.0,oil,5
2.0,182.0,25.0,111.0,8231.0,157.0,oil,5
4.0,335.0,25.0,105.0,7823.0,152.0,oil,5
4.0,349.0,24.0,122.0,9135.0,151.0,oil,5
2.0,211.0,19.0,110.0,8172.0,164.0,oil,5
2.0,188.0,22.0,107.0,7916.0,153.0,oil,5
3.0,286.0,22.0,117.0,8683.0,153.0,oil,5
4.0,333.0,27.0,116.0,8571.0,160.0,oil,5
4.0,344.0,19.0,109.0,8055.0,148.0,oil,5
2.0,200.0,21.0,116.0,8580.0,157.0,oil,5
4.0,350.0,27.0,108.0,8008.0,154.0,oil,5
2.0,194.0,23.0,113.0,8388.0,150.0,oil,5
4.0,351.0,24.0,105.0,7800.0,178.0,oil,5
8.0,636.0,27.0,114.0,8489.0,154.0,oil,5
10.0,783.0,25.0,107.0,7950.0,152.0,oil,5
2.0,193.0,26.0,113.0,8461.0,148.0,oil,5
3.0,260.0,23.0,108.0,7970.0,145.0,oil,5
3.0,265.0,20.0,105.0,7778.0,147.0,oil,5
3.0,265.0,16.0,105.0,7836.0,157.0,oil,5
5.0,431.0,24.0,111.0,8226.0,155.0,oil,5
1.0,97.0,23.0,112.0,8291.0,159.0,oil,5
2.0,202.0,21.0,112.0,8331.0,147.0,oil,5
3.0,271.0,24.0,116.0,8618.0,156.0,oil,5
7.0,560.0,23.0,111.0,8263.0,161.0,oil,5
2.0,193.0,27.0,110.0,8172.0,170.0,oil,5
2.0,201.0,20.0,121.0,8985.0,155.0,oil,5
2.0,196.0,27.0,119.0,8776.0,160.0,oil,5
5.0,404.0,23.0,109.0,8088.0,152.0,oil,5
2.0,207.0,17.0,109.0,8090.0,151.0,oil,5
2.0,208.0,20.0,113.0,8433.0,159.0,oil,5
5.0,422.0,26.0,120.0,8898.0,157.0,oil,5
2.0,184.0,25.0,114.0,8474.0,150.0,oil,5
2.0,194.0,25.0,114.0,8415.0,157.0,oil,5
6.0,469.0,19.0,109.0,8095.0,154.0,oil,5
2.0,189.0,27.0,109.0,8097.0,152.0,oil,5
3.0,250.0,23.0,111.0,8240.0,158.0,oil,5
1.0,135.0,18.0,112.0,8264.0,156.0,oil,5
2.0,195.0,27.0,114.0,8439.0,149.0,oil,5
4.0,370.0,14.0,113.0,8393.0,168.0,oil,5
1.0,120.0,19.0,126.0,9370.0,158.0,oil,5
6.0,483.0,19.0,122.0,9045.0,162.0,oil,5
1.0,132.0,22.0,104.0,7708.0,152.0,oil,5
2.0,201.0,24.0,109.0,8094.0,152.0,oil,5
3.0,285.0,23.0,119.0,8871.0,163.0,oil,5
2.0,193.0,21.0,121.0,8973.0,153.0,oil,5
5.0,414.0,25.0,118.0,8796.0,160.0,oil,5
4.0,332.0,23.0,108.0,8005.0,162.0,oil,5
9.0,704.0,25.0,112.0,8287.0,162.0,oil,5
1.0,125.0,23.0,107.0,7918.0,167.0,oil,5
2.0,192.0,21.0,109.0,8088.0,146.0,oil,5
5.0,411.0,20.0,118.0,8774.0,167.0,oil,5
5.0,405.0,24.0,115.0,8481.0,153.0,oil,5
2.0,194.0,23.0,114.0,8489.0,173.0,oil,5
4.0,329.0,27.0,111.0,8261.0,171.0,oil,5
1.0,127.0,25.0,111.0,8240.0,163.0,oil,5
5.0,419.0,21.0,113.0,8327.0,172.0,oil,5
4.0,330.0,24.0,114.0,8451.0,167.0,oil,5
7.0,556.0,22.0,110.0,8140.0,164.0,oil,5
5.0,414.0,25.0,112.0,8357.0,152.0,oil,5
6.0,483.0,26.0,111.0,8187.0,156.0,oil,5
2.0,189.0,17.0,113.0,8399.0,169.0,oil,5
2.0,188.0,26.0,124.0,9239.0,163.0,oil,5
2.0,177.0,24.0,119.0,8852.0,169.0,oil,5
4.0,346.0,21.0,117.0,8713.0,159.0,oil,5
4.0,339.0,26.0,115.0,8534.0,159.0,oil,5
5.0,410.0,22.0,114.0,8490.0,176.0,oil,5
1.0,116.0,22.0,117.0,8691.0,161.0,oil,5
1.0,127.0,25.0,115.0,8550.0,165.0,oil,5
2.0,170.0,22.0,113.0,8393.0,169.0,oil,5
4.0,323.0,23.0,109.0,8104.0,178.0,oil,5
4.0,342.0,21.0,111.0,8232.0,153.0,oil,5
3.0,270.0,25.0,117.0,8586.0,180.0,oil,5
6.0,486.0,25.0,110.0,8180.0,167.0,oil,5
2.0,192.0,26.0,106.0,7909.0,170.0,oil,5
4.0,345.0,22.0,102.0,7539.0,176.0,oil,5
10.0,779.0,28.0,112.0,8331.0,167.0,oil,5
3.0,268.0,26.0,117.0,8685.0,155.0,oil,5
2.0,185.0,23.0,123.0,9143.0,161.0,oil,5
3.0,277.0,24.0,109.0,8077.0,177.0,oil,5
2.0,188.0,18.0,18.0,1387.0,60.0,dirt,4
2.0,191.0,18.0,22.0,1669.0,58.0,dirt,4
1.0,135.0,16.0,17.0,1302.0,55.0,dirt,4
2.0,189.0,20.0,18.0,1369.0,53.0,dirt,4
3.0,271.0,20.0,16.0,1208.0,53.0,dirt,4
2.0,186.0,21.0,15.0,1151.0,63.0,dirt,4
2.0,194.0,18.0,13.0,1015.0,51.0,dirt,4
1.0,120.0,17.0,13.0,999.0,53.0,dirt,4
2.0,186.0,15.0,14.0,1074.0,50.0,dirt,4
2.0,191.0,17.0,17.0,1291.0,49.0,dirt,4
2.0,197.0,19.0,14.0,1085.0,53.0,dirt,4
2.0,190.0,18.0,13.0,1003.0,55.0,dirt,4
3.0,259.0,18.0,13.0,988.0,54.0,dirt,4
2.0,196.0,16.0,12.0,946.0,48.0,dirt,4
3.0,264.0,21.0,17.0,1317.0,47.0,dirt,4
2.0,195.0,18.0,12.0,926.0,53.0,dirt,4
1.0,128.0,13.0,14.0,1081.0,55.0,dirt,4
1.0,117.0,20.0,13.0,999.0,49.0,dirt,4
2.0,194.0,23.0,12.0,929.0,49.0,dirt,4
3.0,252.0,16.0,17.0,1313.0,53.0,dirt,4
2.0,199.0,19.0,15.0,1134.0,50.0,dirt,4
2.0,200.0,17.0,13.0,1012.0,53.0,dirt,4
3.0,270.0,11.0,14.0,1080.0,56.0,dirt,4
2.0,187.0,19.0,14.0,1078.0,54.0,dirt,4
2.0,187.0,13.0,16.0,1232.0,50.0,dirt,4
3.0,273.0,19.0,12.0,951.0,52.0,dirt,4
2.0,189.0,20.0,15.0,1167.0,51.0,dirt,4
2.0,199.0,22.0,13.0,1002.0,50.0,dirt,4
2.0,190.0,17.0,13.0,1003.0,51.0,dirt,4
2.0,188.0,19.0,13.0,1031.0,50.0,dirt,4
2.0,194.0,17.0,15.0,1164.0,46.0,dirt,4
2.0,195.0,18.0,15.0,1152.0,45.0,dirt,4
2.0,198.0,18.0,15.0,1166.0,52.0,dirt,4
2.0,202.0,21.0,15.0,1155.0,47.0,dirt,4
2.0,191.0,16.0,15.0,1155.0,62.0,dirt,4
2.0,200.0,15.0,18.0,1374.0,56.0,dirt,4
2.0,180.0,15.0,12.0,937.0,59.0,dirt,4
1.0,128.0,19.0,12.0,944.0,46.0,dirt,4
2.0,194.0,18.0,15.0,1168.0,55.0,dirt,4
2.0,192.0,15.0,14.0,1088.0,55.0,dirt,4
2.0,193.0,18.0,17.0,1283.0,50.0,dirt,4
1.0,119.0,18.0,18.0,1350.0,52.0,dirt,4
2.0,182.0,16.0,16.0,1249.0,51.0,dirt,4
2.0,188.0,17.0,11.0,851.0,52.0,dirt,4
1.0,125.0,17.0,17.0,1297.0,54.0,dirt,4
1.0,123.0,15.0,18.0,1354.0,50.0,dirt,4
1.0,123.0,19.0,15.0,1125.0,51.0,dirt,4
2.0,191.0,15.0,14.0,1074.0,55.0,dirt,4
1.0,127.0,16.0,13.0,1014.0,56.0,dirt,4
2.0,189.0,16.0,17.0,1257.0,53.0,dirt,4
2.0,203.0,17.0,12.0,961.0,52.0,dirt,4
1.0,124.0,16.0,17.0,1315.0,51.0,dirt,4
2.0,182.0,19.0,15.0,1166.0,52.0,dirt,4
2.0,196.0,20.0,14.0,1069.0,51.0,dirt,4
2.0,190.0,16.0,16.0,1242.0,54.0,dirt,4
2.0,188.0,19.0,16.0,1233.0,51.0,dirt,4
2.0,181.0,19.0,14.0,1087.0,58.0,dirt,4
3.0,255.0,16.0,16.0,1236.0,47.0,dirt,4
1.0,124.0,14.0,15.0,1170.0,50.0,dirt,4
2.0,189.0,20.0,13.0,1009.0,48.0,dirt,4
2.0,196.0,17.0,15.0,1151.0,54.0,dirt,4
2.0,184.0,15.0,19.0,1442.0,52.0,dirt,4
2.0,189.0,18.0,15.0,1155.0,45.0,dirt,4
2.0,189.0,18.0,17.0,1312.0,50.0,dirt,4
1.0,121.0,18.0,14.0,1093.0,54.0,dirt,4
2.0,196.0,21.0,12.0,943.0,58.0,dirt,4
2.0,191.0,14.0,14.0,1082.0,50.0,dirt,4
2.0,188.0,13.0,11.0,870.0,46.0,dirt,4
2.0,180.0,19.0,15.0,1162.0,53.0,dirt,4
2.0,200.0,14.0,20.0,1541.0,53.0,dirt,4
2.0,189.0,19.0,13.0,1016.0,49.0,dirt,4
2.0,189.0,17.0,16.0,1249.0,54.0,dirt,4
2.0,188.0,17.0,14.0,1086.0,56.0,dirt,4
2.0,192.0,16.0,12.0,923.0,53.0,dirt,4
2.0,194.0,18.0,17.0,1309.0,54.0,dirt,4
2.0,190.0,17.0,14.0,1079.0,48.0,dirt,4
2.0,193.0,17.0,15.0,1137.0,51.0,dirt,4
2.0,186.0,15.0,13.0,1021.0,56.0,dirt,4
2.0,196.0,14.0,14.0,1088.0,60.0,dirt,4
3.0,256.0,19.0,14.0,1082.0,52.0,dirt,4
2.0,199.0,17.0,18.0,1347.0,47.0,dirt,4
2.0,190.0,22.0,13.0,1021.0,55.0,dirt,4
1.0,126.0,17.0,15.0,1154.0,53.0,dirt,4
1.0,126.0,19.0,26.0,1977.0,50.0,dirt,4
2.0,185.0,14.0,12.0,936.0,53.0,dirt,4
2.0,194.0,21.0,13.0,1008.0,55.0,dirt,4
2.0,198.0,14.0,13.0,1004.0,53.0,dirt,4
1.0,116.0,18.0,16.0,1250.0,53.0,dirt,4
1.0,128.0,17.0,13.0,1017.0,58.0,dirt,4
2.0,197.0,16.0,13.0,1031.0,60.0,dirt,4
2.0,195.0,19.0,12.0,936.0,58.0,dirt,4
1.0,117.0,15.0,15.0,1147.0,47.0,dirt,4
2.0,193.0,18.0,17.0,1290.0,54.0,dirt,4
2.0,189.0,16.0,17.0,1294.0,51.0,dirt,4
2.0,190.0,20.0,13.0,1006.0,49.0,dirt,4
1.0,130.0,20.0,17.0,1264.0,51.0,dirt,4
2.0,192.0,20.0,11.0,866.0,55.0,dirt,4
2.0,198.0,19.0,13.0,1001.0,51.0,dirt,4
2.0,182.0,20.0,17.0,1308.0,52.0,dirt,4
2.0,191.0,23.0,12.0,932.0,46.0,dirt,4
